stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Project\MatrixRain\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28483] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28498] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28513] added dtor for sample_instance 02956b58, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28523] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28530] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28538] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28546] added dtor for sample_instance 029566a8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28554] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28562] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28569] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28577] added dtor for sample_instance 02956c48, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28585] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28593] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28600] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28608] added dtor for sample_instance 029561f8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28617] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28624] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28632] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28639] added dtor for sample_instance 029562e8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28648] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28655] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28663] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28670] added dtor for sample_instance 029563d8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28678] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28686] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28694] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28701] added dtor for sample_instance 02956798, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28710] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28724] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28732] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28741] added dtor for sample_instance 02956888, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28749] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28757] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28765] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28776] added dtor for sample_instance 029589f8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28784] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28799] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28808] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28817] added dtor for sample_instance 02959088, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28826] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28834] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28843] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28851] added dtor for sample_instance 02959268, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28860] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28867] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28875] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28882] added dtor for sample_instance 02957a08, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28891] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28898] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28911] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28920] added dtor for sample_instance 02958638, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28929] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28937] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28944] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28952] added dtor for sample_instance 02958db8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28960] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28969] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.28976] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.28984] added dtor for sample_instance 02958cc8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.28992] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29000] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29007] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29018] added dtor for sample_instance 02957fa8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29030] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29042] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29060] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29076] added dtor for sample_instance 02959448, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29089] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29101] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29114] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29123] added dtor for sample_instance 02957af8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29133] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29143] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29151] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29161] added dtor for sample_instance 02959358, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29170] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29186] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29197] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29208] added dtor for sample_instance 02958818, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29220] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29229] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29238] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29248] added dtor for sample_instance 02957be8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29257] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29265] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29275] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29283] added dtor for sample_instance 02957dc8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29293] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29305] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29318] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29329] added dtor for sample_instance 02958bd8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29339] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29349] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29357] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29366] added dtor for sample_instance 02957918, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29376] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29385] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29394] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29403] added dtor for sample_instance 02957cd8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29414] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29424] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29433] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29441] added dtor for sample_instance 02958188, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29451] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29461] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29468] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29478] added dtor for sample_instance 02957eb8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29488] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29497] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29506] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29517] added dtor for sample_instance 02958ae8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29526] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29535] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29544] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29554] added dtor for sample_instance 02958ea8, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29563] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29578] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.29587] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.29597] added dtor for sample_instance 02959178, func 70002696
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.29607] sample matrix:
