stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Project\Gamroo\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.02943] added dtor for sub_bitmap 0276f3b8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.02960] added dtor for sub_bitmap 02770618, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.02970] added dtor for sub_bitmap 02771568, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.02979] added dtor for sub_bitmap 027716f0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.02988] added dtor for sub_bitmap 027707a0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.02997] added dtor for sub_bitmap 0276ec10, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03005] added dtor for sub_bitmap 0276f0a8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03014] added dtor for sub_bitmap 02771258, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03023] added dtor for sub_bitmap 0276ed98, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03031] added dtor for sub_bitmap 0276ea88, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03040] added dtor for sub_bitmap 02770c38, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03049] added dtor for sub_bitmap 0276ef20, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03057] added dtor for sub_bitmap 027713e0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03066] added dtor for sub_bitmap 02770928, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03074] added dtor for sub_bitmap 0276fce8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03083] added dtor for sub_bitmap 02770ab0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03092] added dtor for sub_bitmap 02771878, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03107] added dtor for sub_bitmap 0276f6c8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03123] added dtor for sub_bitmap 0276e900, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03138] added dtor for sub_bitmap 0276f230, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03152] added dtor for sub_bitmap 0276f540, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03167] added dtor for sub_bitmap 0276fb60, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03185] added dtor for sub_bitmap 0276fe70, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03201] added dtor for sub_bitmap 02771a00, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03216] added dtor for sub_bitmap 027724b8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03230] added dtor for sub_bitmap 02772330, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03242] added dtor for sub_bitmap 02771b88, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03253] added dtor for sub_bitmap 02772640, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03265] added dtor for sub_bitmap 02771d10, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03277] added dtor for sub_bitmap 02772020, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03287] added dtor for sub_bitmap 02771e98, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03296] added dtor for sub_bitmap 027721a8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03309] added dtor for sub_bitmap 02776740, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03318] added dtor for sub_bitmap 027768c8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03327] added dtor for sub_bitmap 027765b8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03337] added dtor for sub_bitmap 027762a8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03346] added dtor for sub_bitmap 02776430, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03355] added dtor for sub_bitmap 02776a50, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03364] added dtor for sub_bitmap 02775f98, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03373] added dtor for sub_bitmap 02776120, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03382] added dtor for sub_bitmap 02775e10, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03390] added dtor for sub_bitmap 02773c60, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03399] added dtor for sub_bitmap 02773950, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03408] added dtor for sub_bitmap 027751d0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03417] added dtor for sub_bitmap 02772e98, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03426] added dtor for sub_bitmap 02773ad8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03434] added dtor for sub_bitmap 02775358, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03443] added dtor for sub_bitmap 027731a8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03452] added dtor for sub_bitmap 02774590, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03460] added dtor for sub_bitmap 02774a28, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03469] added dtor for sub_bitmap 02774d38, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03478] added dtor for sub_bitmap 02774bb0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03487] added dtor for sub_bitmap 027754e0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03495] added dtor for sub_bitmap 02773640, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03506] added dtor for sub_bitmap 02774ec0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03514] added dtor for sub_bitmap 02775668, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03523] added dtor for sub_bitmap 02775978, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03532] added dtor for sub_bitmap 02775048, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03541] added dtor for sub_bitmap 02773020, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03549] added dtor for sub_bitmap 027748a0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03558] added dtor for sub_bitmap 027737c8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03567] added dtor for sub_bitmap 027757f0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03575] added dtor for sub_bitmap 02774718, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03585] added dtor for sub_bitmap 02775b00, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03593] added dtor for sub_bitmap 02775c88, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03603] added dtor for sub_bitmap 02773de8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03611] added dtor for sub_bitmap 02773330, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03620] added dtor for sub_bitmap 027740f8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03629] added dtor for sub_bitmap 027734b8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03638] added dtor for sub_bitmap 02774280, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03646] added dtor for sub_bitmap 02773f70, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03655] added dtor for sub_bitmap 02774408, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03664] added dtor for sub_bitmap 02772d10, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03675] added dtor for sub_bitmap 0277b448, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03684] added dtor for sub_bitmap 0277b138, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03694] added dtor for sub_bitmap 0277b2c0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03704] added dtor for sub_bitmap 0277b5d0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03712] added dtor for sub_bitmap 0277afb0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03721] added dtor for sub_bitmap 0277ba68, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03730] added dtor for sub_bitmap 0277b8e0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03739] added dtor for sub_bitmap 0277b758, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03747] added dtor for sub_bitmap 0277ae28, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03756] added dtor for sub_bitmap 027795a8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03765] added dtor for sub_bitmap 0277a1e8, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03774] added dtor for sub_bitmap 027787e0, func 747a1c9e
dtor     D               dtor.c:196  _al_register_destructor          [   0.03783] added dtor for sub_bitmap 0277a680, func 747a1c9e
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.03795] removed dtor for bitmap 00f4c648
dtor     D               dtor.c:196  _al_register_destructor          [   0.03809] added dtor for font 00f4bfb0, func 7489e9c0
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.03818] removed dtor for bitmap 00f4c4c8
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.03872] PathFindOnPath found: C:\Windows\system32\d3d9.dll
system   D            wsystem.c:780  load_library_at_path             [   0.03882] Calling LoadLibrary C:\Windows\system32\d3d9.dll
system   I            wsystem.c:783  load_library_at_path             [   0.04336] Loaded C:\Windows\system32\d3d9.dll
d3d      I         d3d_disp.cpp:684  d3d_init_display                 [   0.12264] Render-to-texture: 1
d3d      I         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.12825] faux_fullscreen=1
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.12857] al_display=0277d518
d3d      D         d3d_disp.cpp:1784 d3d_create_display_locked        [   0.12879] al_display->vt=00f4eeb8
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   0.13611] found 64 format combinations
